Topic,Words
Topic 273,"howard: 0.42555, stern: 0.28822, dwight: 0.09225, houston: 0.07537, hockey: 0.02208, laker: 0.02072, guest: 0.02025, caller: 0.02017, capitalism: 0.02017, consent: 0.01845"
Topic 274,"bolton: 0.23389, john: 0.0537, wacko: 0.03468, complain: 0.0239, lowlife: 0.02364, dumbest: 0.02064, broke: 0.01881, information: 0.01765, nonsense: 0.01485, pleasure: 0.01409"
Topic 275,"fisa: 0.18004, warrant: 0.07742, carter: 0.06661, page: 0.04799, misl: 0.03292, court: 0.03241, abuse: 0.02997, rebuke: 0.0252, application: 0.02379, document: 0.02154"
Topic 276,"nypd: 0.12135, frisk: 0.05648, police: 0.03808, commissioner: 0.03651, shooting: 0.03436, chicago: 0.02724, officer: 0.0269, shot: 0.02048, shooter: 0.01961, keeping: 0.01789"
Topic 277,"birthday: 0.3086, happy: 0.15554, uscg: 0.04799, goldberg: 0.02844, guard: 0.02767, saint: 0.02728, palmer: 0.02677, arnold: 0.024, serie: 0.0195, birth: 0.01919"
Topic 278,"sanctuary: 0.19192, criminal: 0.03193, immigrant: 0.03002, alien: 0.02554, abiding: 0.02354, illegal: 0.02035, california: 0.01792, ruling: 0.01592, kate: 0.01561, rule: 0.01548"
Topic 279,"kurd: 0.12028, turkey: 0.11943, syria: 0.04422, caliphate: 0.04209, erdogan: 0.0329, ceasefire: 0.03137, area: 0.02125, fighter: 0.01986, zone: 0.01979, fighting: 0.01961"
Topic 280,"conference: 0.1115, white: 0.07198, house: 0.04529, pres: 0.03774, today: 0.01586, toll: 0.01536, withdrawn: 0.01536, depending: 0.0149, invitation: 0.0149, task: 0.01479"
Topic 281,"hold: 0.24249, conference: 0.18506, live: 0.09094, whitehouse: 0.08579, chairwoman: 0.02295, mcdaniel: 0.0222, kayleigh: 0.02097, president: 0.01981, zone: 0.01262, pres: 0.01091"
Topic 282,"patriot: 0.1731, patriotic: 0.02583, fellow: 0.02041, ador: 0.01804, loyal: 0.01803, mason: 0.01745, hershey: 0.01745, commenting: 0.01745, herman: 0.01648, meadow: 0.01608"
Topic 283,"newsmax: 0.18943, discussing: 0.07557, debate: 0.07101, jeffrey: 0.04193, interview: 0.04045, informative: 0.03886, article: 0.02867, lord: 0.02848, expres: 0.02709, primary: 0.02618"
Topic 284,"save: 0.20344, expecting: 0.0259, southcom: 0.02505, eradicate: 0.02431, panic: 0.02308, craig: 0.02256, america: 0.02067, efficient: 0.02018, turmoil: 0.02018, woodward: 0.01904"
Topic 285,"pennsylvania: 0.08454, maryland: 0.07185, connecticut: 0.06321, pittsburgh: 0.05695, delaware: 0.05465, guam: 0.04523, avenue: 0.0268, bobb: 0.02187, rebroadcast: 0.02187, helm: 0.02187"
Topic 286,"nasa: 0.19865, spacex: 0.1742, astronaut: 0.15821, space: 0.12913, soil: 0.05771, launch: 0.05724, station: 0.05593, crew: 0.03783, rocket: 0.03322, astro: 0.03092"
Topic 287,"indiana: 0.29612, carrier: 0.08047, fort: 0.04626, wayne: 0.03962, bend: 0.03655, allen: 0.03577, everyone: 0.02387, staying: 0.02356, memorial: 0.02148, tribe: 0.02098"
Topic 288,"show: 0.0653, love: 0.0613, favorite: 0.03344, smash: 0.02951, reality: 0.02844, nite: 0.02823, cast: 0.02819, cyber: 0.02716, someday: 0.02314, forget: 0.02175"
Topic 289,"wheeler: 0.16266, portland: 0.14328, mayor: 0.08938, guard: 0.02743, refusing: 0.02624, resign: 0.02166, apartment: 0.02164, oregon: 0.01987, activist: 0.01855, commissioner: 0.01749"
Topic 290,"venezuela: 0.21183, venezuelan: 0.07397, cuba: 0.07164, maduro: 0.06351, democracy: 0.05404, regime: 0.0406, freedom: 0.03814, socialism: 0.03587, struggle: 0.03432, interim: 0.02627"
Topic 291,"hannity: 0.42759, sean: 0.03737, dodge: 0.02218, jeanine: 0.02218, hysteria: 0.02145, maddow: 0.02145, alongside: 0.02027, deep: 0.01976, jarrett: 0.01891, tucker: 0.01891"
Topic 292,"donald: 0.09312, daniel: 0.07537, rino: 0.06264, hammond: 0.05329, kyle: 0.05002, sunk: 0.05002, whose: 0.0484, sterling: 0.04749, thunder: 0.04642, weird: 0.04642"
Topic 293,"stewart: 0.25972, joke: 0.06401, writer: 0.04329, hater: 0.03891, fading: 0.03769, wiseguy: 0.03769, humor: 0.03538, comedian: 0.03214, clown: 0.03198, dope: 0.03198"
Topic 294,"ventilator: 0.20019, motor: 0.03941, hospital: 0.03826, testing: 0.03439, republic: 0.02842, review: 0.02218, production: 0.02097, sending: 0.02026, desperate: 0.02017, handling: 0.01987"
Topic 295,"watching: 0.16754, watch: 0.07675, vine: 0.05214, spoiler: 0.0506, compare: 0.04596, nite: 0.04596, alternative: 0.03681, complain: 0.0364, developing: 0.0364, recommend: 0.03394"
Topic 296,"russia: 0.03751, hoax: 0.03645, russian: 0.02871, mainstream: 0.01957, fake: 0.01956, collusion: 0.01794, narrative: 0.01669, push: 0.01593, media: 0.01506, exist: 0.01429"
Topic 297,"danny: 0.43895, zuker: 0.131, kick: 0.03503, loser: 0.03355, bald: 0.02311, dummy: 0.02192, afraid: 0.02139, thorough: 0.02038, heather: 0.01997, dismantle: 0.01997"
Topic 298,"march: 0.76158, sunday: 0.09001, tune: 0.08787, nichola: 0.07359, calendar: 0.06908, construct: 0.06908, laker: 0.06908, january: 0.06406, russell: 0.0615, jamie: 0.05928"
Topic 299,"hoax: 0.06407, impeachment: 0.04188, partisan: 0.02605, transcript: 0.01751, continuation: 0.01517, funeral: 0.01434, scam: 0.0128, busy: 0.01191, republican: 0.01153, pathetic: 0.01132"
Topic 300,"anniversary: 0.30374, wedding: 0.0921, happy: 0.04803, initiative: 0.04272, celebrate: 0.03448, aaron: 0.02605, butler: 0.02605, casey: 0.02605, melissa: 0.02605, hubby: 0.02519"
Topic 301,"blasio: 0.17202, mayor: 0.1223, city: 0.04484, worst: 0.03565, westchester: 0.02896, gross: 0.02736, height: 0.0269, bloomberg: 0.02547, nypd: 0.02346, york: 0.0196"
Topic 302,"cpac: 0.33412, speech: 0.05687, speaking: 0.04794, morning: 0.02443, reporter: 0.0242, attendee: 0.0233, audio: 0.0233, intro: 0.02253, breakfast: 0.01877, bite: 0.01845"
Topic 303,"graydon: 0.33263, carter: 0.22455, restaurant: 0.12431, food: 0.11038, circulation: 0.09962, magazine: 0.08162, vanity: 0.05692, sloppy: 0.03064, fire: 0.02882, failing: 0.02811"
Topic 304,"medal: 0.22622, freedom: 0.09548, recipient: 0.05326, presidential: 0.04955, civilian: 0.03986, present: 0.0342, award: 0.02855, arthur: 0.02726, honor: 0.02646, presenting: 0.02646"
Topic 305,"solution: 0.22735, problem: 0.10605, entrepreneur: 0.08491, result: 0.05413, learn: 0.05174, look: 0.041, give: 0.03475, scenario: 0.02353, busey: 0.02353, solving: 0.02209"
Topic 306,"kentucky: 0.06597, mitch: 0.05034, senator: 0.04184, corker: 0.04014, mcconnell: 0.03908, senate: 0.02627, tennessee: 0.02503, race: 0.02032, alabama: 0.02003, previous: 0.01947"
Topic 307,"ferry: 0.27707, link: 0.08915, point: 0.08564, bronx: 0.07159, golf: 0.04988, course: 0.04207, whitestone: 0.04171, jack: 0.0366, opening: 0.03329, hole: 0.03235"
Topic 308,"idea: 0.16184, easy: 0.15787, absolute: 0.08884, wiener: 0.05649, seldom: 0.04817, pretend: 0.04621, easier: 0.04296, good: 0.03959, expert: 0.03586, simple: 0.03049"
Topic 309,"call: 0.07289, phone: 0.04857, informer: 0.02649, allowing: 0.02618, info: 0.02575, phoney: 0.02562, bench: 0.02562, gotv: 0.02487, grassroot: 0.02308, asshole: 0.02214"
Topic 310,"transcript: 0.37623, read: 0.13124, reference: 0.097, college: 0.07465, release: 0.04706, application: 0.04456, school: 0.03292, blakeman: 0.03233, goodwin: 0.03154, jill: 0.03154"
Topic 311,"time: 0.04189, interruption: 0.03512, interrupt: 0.03512, glove: 0.03397, unus: 0.03397, wollman: 0.03297, surface: 0.03297, controlling: 0.03209, hour: 0.03064, rink: 0.02617"
Topic 312,"identity: 0.07478, real: 0.05962, movie: 0.05046, story: 0.04841, yate: 0.03587, gene: 0.03345, dana: 0.03155, kidding: 0.03, assume: 0.02965, learn: 0.0236"
Topic 313,"leadership: 0.09087, leader: 0.06555, capacity: 0.04202, rita: 0.03009, discipline: 0.03009, smallbiz: 0.02843, compelling: 0.0271, learn: 0.02565, motivate: 0.02552, amateur: 0.02552"
Topic 314,"lincoln: 0.31281, abraham: 0.30649, bear: 0.09171, resolution: 0.06856, mind: 0.03898, inauguration: 0.02786, important: 0.02188, sink: 0.02038, regain: 0.02038, escape: 0.01925"
Topic 315,"rink: 0.22146, skating: 0.11497, wollman: 0.09299, central: 0.0924, park: 0.09133, building: 0.04946, richard: 0.02329, hockey: 0.01981, acclaim: 0.01981, deeper: 0.01916"
Topic 316,"boardroom: 0.50675, room: 0.03635, humble: 0.03503, solving: 0.034, edit: 0.034, boarder: 0.03309, locker: 0.03228, drawing: 0.03088, awkward: 0.03088, judgment: 0.03088"
Topic 317,"smart: 0.15229, smartest: 0.07281, smarter: 0.04096, wise: 0.03725, slate: 0.03476, quote: 0.034, screening: 0.03374, hurry: 0.03003, enough: 0.02928, surround: 0.02846"
Topic 318,"sign: 0.12711, classy: 0.0379, love: 0.02894, signage: 0.0268, hashtag: 0.02592, personality: 0.02592, southcom: 0.02592, stacey: 0.02448, attach: 0.02388, invite: 0.02122"
Topic 319,"clas: 0.2193, warfare: 0.11155, clos: 0.03776, middle: 0.02611, prop: 0.02562, peril: 0.02477, dummy: 0.0235, capitalism: 0.0234, charging: 0.02283, reelect: 0.02283"
Topic 320,"liberty: 0.10762, university: 0.10565, jerry: 0.04304, commencement: 0.04245, speech: 0.03876, ovation: 0.03455, school: 0.02953, graduation: 0.0283, review: 0.02388, academy: 0.02303"
Topic 321,"passion: 0.22409, passionate: 0.13143, samuel: 0.0473, enthusiastic: 0.03704, work: 0.03303, motivation: 0.03265, love: 0.03109, find: 0.02982, fear: 0.02549, vain: 0.0252"
Topic 322,"luck: 0.54627, good: 0.11877, morgan: 0.04667, wish: 0.04549, subject: 0.03322, worth: 0.02752, robert: 0.02378, idea: 0.02023, sure: 0.01557, best: 0.00618"
Topic 323,"summit: 0.10913, dinner: 0.09015, keynote: 0.07623, lincoln: 0.06592, county: 0.03591, addressing: 0.03017, forward: 0.0278, leadership: 0.02686, looking: 0.02636, crowd: 0.02611"
Topic 324,"thanksgiving: 0.03385, america: 0.02451, nice: 0.02207, example: 0.02187, make: 0.02082, content: 0.01952, chill: 0.01952, happier: 0.01904, dumping: 0.01822, donat: 0.01752"
Topic 325,"daytona: 0.33152, nascar: 0.20069, france: 0.05072, serie: 0.04196, sport: 0.03783, attending: 0.0349, brian: 0.03376, florida: 0.02613, champion: 0.02611, raving: 0.02198"
Topic 326,"soon: 0.14677, coming: 0.08013, later: 0.06757, allen: 0.06588, forward: 0.05838, sooner: 0.05758, doonbeg: 0.05056, looking: 0.04428, asham: 0.04403, girl: 0.04277"
Topic 327,"kasich: 0.25751, john: 0.05453, negative: 0.03968, lyin: 0.03796, managing: 0.03064, cruz: 0.0275, drop: 0.0246, crash: 0.02004, kellyanne: 0.01738, dead: 0.01719"
Topic 328,"remark: 0.19123, deliver: 0.13802, whitehouse: 0.06169, live: 0.04932, operation: 0.0188, norfolk: 0.01787, dominance: 0.01787, commencement: 0.01743, warp: 0.01704, bureau: 0.01704"
Topic 329,"plant: 0.09866, ford: 0.06964, motor: 0.06241, chrysler: 0.05644, mexico: 0.0487, michigan: 0.04626, lordstown: 0.04385, invest: 0.02968, adding: 0.02575, ohio: 0.0248"
Topic 330,"greta: 0.27089, wake: 0.02948, gesture: 0.02547, deanna: 0.02464, resume: 0.02391, organizer: 0.0227, rhetoric: 0.02219, clue: 0.02159, maggie: 0.02129, insider: 0.02129"
Topic 331,"hater: 0.06556, hate: 0.05211, watch: 0.03315, twit: 0.03176, owning: 0.03176, kimmel: 0.03071, caleb: 0.03071, commenting: 0.03071, following: 0.0302, minute: 0.02978"
Topic 332,"cuban: 0.32431, mark: 0.10472, castro: 0.05532, playoff: 0.0361, benefactor: 0.02117, dopey: 0.02069, piss: 0.02047, forth: 0.01987, alongside: 0.01934, leno: 0.01887"
Topic 333,"cspan: 0.14008, speech: 0.11199, language: 0.03872, topic: 0.03754, favorability: 0.0272, brand: 0.02477, airing: 0.02334, tone: 0.02295, sweet: 0.02295, saturday: 0.02096"
Topic 334,"washington: 0.06098, twain: 0.04411, journey: 0.02874, patriotism: 0.02813, surrender: 0.02706, neighbor: 0.02279, drain: 0.01754, leave: 0.01692, hesitation: 0.0165, supporting: 0.01612"
Topic 335,"baltimore: 0.19843, cumming: 0.08047, elijah: 0.07681, kimber: 0.03577, district: 0.02253, city: 0.02134, oversight: 0.02012, inner: 0.0192, condition: 0.01852, racist: 0.01658"
Topic 336,"word: 0.09304, nice: 0.06063, comment: 0.05537, kayleigh: 0.05362, kind: 0.05324, fantastic: 0.02804, appreciate: 0.02486, progres: 0.02309, smart: 0.02261, television: 0.02256"
Topic 337,"economy: 0.07519, economic: 0.03191, grow: 0.02795, turnaround: 0.0268, sink: 0.02592, manipulating: 0.02592, oblivion: 0.02516, artificial: 0.02448, surg: 0.02448, proportion: 0.02388"
Topic 338,"office: 0.11967, fact: 0.04343, bone: 0.03371, prob: 0.03371, bang: 0.03371, jackie: 0.03185, conclude: 0.03185, heck: 0.03107, diligence: 0.03107, decision: 0.02638"
Topic 339,"einstein: 0.38728, albert: 0.3598, imagination: 0.05324, longer: 0.05255, questioning: 0.04671, problem: 0.04604, stay: 0.04121, smart: 0.03721, attitude: 0.0304, character: 0.0304"
Topic 340,"order: 0.55678, sort: 0.10796, chain: 0.0948, edward: 0.09206, large: 0.04224, small: 0.03609, thing: 0.01455, right: 0.01449, many: 0.00967, thank: 0.00311"
Topic 341,"fire: 0.13409, firing: 0.07926, revenge: 0.06944, kill: 0.06934, killing: 0.03733, yell: 0.03675, preach: 0.03675, marshall: 0.03567, rude: 0.03387, someone: 0.03054"
Topic 342,"radio: 0.1172, disney: 0.06023, talking: 0.04479, talk: 0.04221, quit: 0.03851, show: 0.03205, begin: 0.02941, audio: 0.02493, theater: 0.0234, humor: 0.0234"
Topic 343,"france: 0.17466, biarritz: 0.11977, macron: 0.09642, lunch: 0.04311, lebanon: 0.02926, french: 0.02706, poland: 0.02539, england: 0.02503, queen: 0.02469, prince: 0.02376"
Topic 344,"playoff: 0.09932, championship: 0.05756, game: 0.05451, mitch: 0.04553, spur: 0.04374, allen: 0.03973, winning: 0.03383, tony: 0.02989, competitor: 0.0288, team: 0.02405"
Topic 345,"proud: 0.15299, mother: 0.09667, sister: 0.05664, supporting: 0.03714, deanna: 0.03675, launching: 0.0331, gathering: 0.02961, classy: 0.02687, although: 0.02687, coalition: 0.02687"
Topic 346,"duty: 0.05109, protect: 0.03502, defender: 0.03283, personnel: 0.03036, whitehouse: 0.02862, shelter: 0.02849, protecting: 0.02633, senior: 0.0262, priority: 0.02574, defend: 0.02491"
Topic 347,"happy: 0.08129, wishing: 0.05576, year: 0.04163, healthy: 0.03882, accomplish: 0.02854, appreciation: 0.02653, theme: 0.02552, worldwide: 0.02506, mate: 0.02464, proud: 0.02386"
Topic 348,"wife: 0.16107, engagement: 0.07906, loving: 0.03549, couple: 0.03471, weekend: 0.03253, satisfy: 0.02989, spark: 0.02989, spouse: 0.02989, unheard: 0.02901, robin: 0.02901"
Topic 349,"justice: 0.1266, miscarriage: 0.12531, principle: 0.04807, kennedy: 0.04327, robert: 0.03134, undermining: 0.03133, jeanine: 0.03133, statute: 0.03133, alito: 0.03133, healing: 0.0303"
Topic 350,"meddling: 0.09751, russian: 0.07916, something: 0.03403, session: 0.031, russia: 0.02873, jeff: 0.02519, obama: 0.02481, took: 0.02464, september: 0.0241, inform: 0.02043"
Topic 351,"hampshire: 0.28972, granite: 0.05575, motto: 0.03047, corey: 0.02735, reuter: 0.02228, departing: 0.021, returning: 0.02026, maine: 0.02009, dump: 0.01887, free: 0.01825"
Topic 352,"adore: 0.07059, president: 0.05583, trump: 0.03767, king: 0.03742, leading: 0.03047, mean: 0.02292, : 1e-05, : 1e-05, : 1e-05, : 1e-05"
Topic 353,"matt: 0.48683, matthew: 0.10799, birthday: 0.06713, mower: 0.04396, gaetz: 0.04267, blogger: 0.04153, untrue: 0.03727, happy: 0.03492, sleazebag: 0.03436, fewer: 0.03436"
Topic 354,"steele: 0.2493, dossier: 0.0991, christopher: 0.08529, breaking: 0.0474, informant: 0.04725, handler: 0.04725, fisa: 0.03475, simpson: 0.02985, glenn: 0.02937, contact: 0.0233"
Topic 355,"passion: 0.16276, energy: 0.12051, without: 0.05577, electric: 0.03279, nothing: 0.0278, donald: 0.02235, jesu: 0.02118, norm: 0.02066, lazy: 0.02066, grew: 0.02019"
Topic 356,"hard: 0.04357, work: 0.03255, never: 0.02143, america: 0.02043, make: 0.02028, pioneer: 0.01862, superpower: 0.01862, prosper: 0.01748, norm: 0.01659, envy: 0.01659"
Topic 357,"cohen: 0.15032, michael: 0.05547, guilty: 0.05201, plead: 0.04308, lawyer: 0.04263, contradict: 0.03811, testimony: 0.03614, sworn: 0.02753, perjury: 0.02466, finance: 0.02354"
Topic 358,"university: 0.09216, rating: 0.06742, harvard: 0.02945, krugman: 0.02251, favorability: 0.02113, bureau: 0.0196, ignorance: 0.01919, earning: 0.01881, victory: 0.01878, salon: 0.01846"
Topic 359,"love: 0.04591, marie: 0.02862, donald: 0.02831, huckabee: 0.02729, carnegie: 0.02729, gentleman: 0.02569, crap: 0.02523, miracle: 0.02523, donnell: 0.02334, literal: 0.02272"
Topic 360,"disgraceful: 0.15841, hypocrisy: 0.08347, disgrace: 0.07608, criticize: 0.06257, techno: 0.04396, artist: 0.04174, deception: 0.03914, kicking: 0.03914, embarrassing: 0.03709, understood: 0.03709"
Topic 361,"country: 0.03717, norway: 0.03112, orlean: 0.03009, unlock: 0.02921, gang: 0.02883, apec: 0.02843, dominance: 0.02843, trouble: 0.02772, tearing: 0.02653, believer: 0.02653"
Topic 362,"enforcement: 0.06978, sheriff: 0.05399, officer: 0.04921, police: 0.04354, blue: 0.02982, spie: 0.02535, women: 0.02017, service: 0.02014, secret: 0.01931, incredible: 0.01874"
Topic 363,"true: 0.22855, thank: 0.04886, like: 0.00488, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05"
Topic 364,"murray: 0.16528, andy: 0.15291, scot: 0.08704, glenfiddich: 0.06726, usga: 0.04352, usopen: 0.04352, olympic: 0.04261, open: 0.03562, match: 0.02747, roger: 0.02417"
Topic 365,"forest: 0.06054, california: 0.0498, management: 0.0456, fire: 0.03873, pacific: 0.03667, ocean: 0.03273, proper: 0.02676, tree: 0.02662, federal: 0.02497, governor: 0.02371"
Topic 366,"donald: 0.09685, mick: 0.05648, shoe: 0.0527, rudy: 0.04426, planet: 0.03693, president: 0.02834, king: 0.02794, trump: 0.02709, clear: 0.01835, : 1e-05"
Topic 367,"palo: 0.12222, verde: 0.12222, peninsula: 0.10062, club: 0.07506, beach: 0.07206, pacific: 0.07169, palm: 0.0659, ocean: 0.06399, golf: 0.06275, angele: 0.06036"
Topic 368,"hair: 0.40177, salon: 0.04694, blonde: 0.02862, mine: 0.02861, spare: 0.02686, handsome: 0.02551, slight: 0.0244, asshole: 0.02392, maggie: 0.02392, gentleman: 0.02347"
Topic 369,"israel: 0.08934, jewish: 0.04758, omar: 0.04003, anti: 0.0328, hate: 0.02757, language: 0.02525, semitic: 0.0252, semitism: 0.02437, disgusting: 0.02335, foul: 0.02302"
Topic 370,"putin: 0.08095, helsinki: 0.0494, vladimir: 0.04491, russia: 0.03821, finland: 0.02742, meeting: 0.0259, discuss: 0.02306, moscow: 0.01855, summit: 0.01802, except: 0.01571"
Topic 371,"evidence: 0.08415, fraud: 0.05369, uncover: 0.03803, discussion: 0.0299, data: 0.02577, study: 0.02545, lafayette: 0.0244, informer: 0.0244, showing: 0.02261, denial: 0.02229"
Topic 372,"geraldo: 0.62415, rivera: 0.067, busey: 0.03929, hanson: 0.03688, perfection: 0.03422, champion: 0.03286, sincere: 0.03165, pain: 0.03111, norman: 0.03014, losse: 0.02545"
Topic 373,"armstrong: 0.39944, lance: 0.35756, oprah: 0.12836, manti: 0.02353, lawsuit: 0.02107, breakdown: 0.02097, interview: 0.02044, hero: 0.01977, denying: 0.01967, liability: 0.01864"
Topic 374,"approval: 0.14222, overall: 0.10883, rating: 0.07612, party: 0.06895, republican: 0.03557, record: 0.03554, considering: 0.03405, gallup: 0.03098, tracking: 0.02011, exhaust: 0.01737"
Topic 375,"ndaa: 0.27832, veto: 0.04734, defense: 0.04166, troop: 0.03494, authorize: 0.03462, pass: 0.03415, provision: 0.03191, bipartisan: 0.02654, section: 0.02624, senate: 0.02528"
Topic 376,"rigg: 0.19457, tabulation: 0.0534, election: 0.04912, rushing: 0.02844, rigging: 0.02751, showing: 0.02636, compelling: 0.02477, hundred: 0.02442, travesty: 0.02291, maria: 0.02119"
Topic 377,"syria: 0.14779, arming: 0.05952, rebel: 0.043, syrian: 0.03839, moderate: 0.03657, delaying: 0.03365, patton: 0.03249, attack: 0.0294, obama: 0.02917, civilian: 0.02902"
Topic 378,"journal: 0.20454, street: 0.13783, editorial: 0.07896, wall: 0.06688, uncle: 0.03063, paper: 0.02573, brutal: 0.02374, riley: 0.01833, kimberley: 0.01833, coffer: 0.01772"
Topic 379,"cnbc: 0.36437, empire: 0.03938, market: 0.03458, buying: 0.0306, switching: 0.0282, value: 0.02623, starving: 0.0254, deck: 0.02437, stock: 0.02398, extra: 0.02349"
Topic 380,"california: 0.25811, costa: 0.03651, mesa: 0.03531, wheel: 0.03531, cruise: 0.0318, diego: 0.02683, mandate: 0.02551, tragic: 0.02521, hawaii: 0.02237, mask: 0.02112"
Topic 381,"buffalo: 0.40567, bill: 0.07206, belong: 0.05239, owner: 0.05021, team: 0.04453, buying: 0.04243, city: 0.03235, bidding: 0.02696, sammy: 0.02696, savior: 0.02696"
Topic 382,"sign: 0.10632, yard: 0.04005, publicity: 0.03659, signage: 0.02649, offensive: 0.02562, town: 0.02467, podium: 0.0242, signing: 0.02338, though: 0.02052, suburb: 0.02003"
Topic 383,"keep: 0.04991, america: 0.03396, kellyanne: 0.03136, irma: 0.02962, remembering: 0.02764, dobb: 0.02659, grave: 0.02487, soul: 0.02383, plague: 0.02383, alive: 0.02041"
Topic 384,"africa: 0.16281, flight: 0.1575, west: 0.11525, african: 0.06117, banning: 0.03791, stop: 0.03743, racist: 0.03073, airport: 0.02366, insulting: 0.02209, travel: 0.01927"
Topic 385,"first: 0.05699, vote: 0.03892, businessmen: 0.02477, promising: 0.02332, devin: 0.02332, changer: 0.02332, presidential: 0.02222, ballot: 0.0219, voting: 0.02036, analyst: 0.01987"
Topic 386,"henry: 0.28968, ford: 0.28801, remedy: 0.07006, fault: 0.0577, intelligent: 0.05003, obstacle: 0.04207, whether: 0.04129, legendary: 0.02985, begin: 0.0285, opportunity: 0.02817"
Topic 387,"scam: 0.20004, giant: 0.05406, wooden: 0.02576, weight: 0.02491, disavow: 0.02491, diet: 0.02353, conjunction: 0.02353, punish: 0.02296, phony: 0.02134, teleprompter: 0.02112"
Topic 388,"seth: 0.29508, meyer: 0.24477, emmy: 0.23396, awkward: 0.08784, marble: 0.07727, mouth: 0.04864, awful: 0.03894, joke: 0.03888, terrible: 0.03128, oscar: 0.02621"
Topic 389,"pennsylvania: 0.12189, maga: 0.08539, newtown: 0.0473, reception: 0.03809, moon: 0.0348, hershey: 0.02437, saccone: 0.02437, erie: 0.02365, periscope: 0.02246, valley: 0.0203"
Topic 390,"laugh: 0.19143, laughing: 0.1533, sony: 0.15072, gilbert: 0.11688, sharpton: 0.09256, stupidity: 0.04951, table: 0.03896, lame: 0.03657, humor: 0.03657, funny: 0.0361"
Topic 391,"talent: 0.18589, surface: 0.15093, aptitude: 0.0804, healthy: 0.06687, bringing: 0.06557, combination: 0.05991, tread: 0.05031, natural: 0.04926, skill: 0.04515, choice: 0.03183"
Topic 392,"favorite: 0.17665, bori: 0.06711, start: 0.06649, jump: 0.05907, pure: 0.0536, rigg: 0.04987, quite: 0.04985, girl: 0.04842, stuff: 0.04116, show: 0.0375"
Topic 393,"winery: 0.19028, vineyard: 0.17307, wine: 0.17022, virginia: 0.06504, martha: 0.0515, award: 0.04098, french: 0.0391, highest: 0.03566, estate: 0.03357, acre: 0.03243"
Topic 394,"pastor: 0.19896, christian: 0.18621, abedini: 0.12455, imprison: 0.06228, iran: 0.06153, iranian: 0.06124, sanction: 0.04395, persecution: 0.03826, theblaze: 0.03245, prison: 0.03164"
Topic 395,"arena: 0.12646, dalla: 0.10194, pack: 0.0893, crowd: 0.03434, venue: 0.03032, orlean: 0.02047, laker: 0.01987, springfield: 0.01887, spirit: 0.0186, outside: 0.01826"
Topic 396,"america: 0.03854, cheer: 0.02964, tyler: 0.02867, patriotic: 0.02635, adult: 0.02485, youtube: 0.02255, european: 0.01943, socialist: 0.01818, billionaire: 0.01722, swamp: 0.01722"
Topic 397,"italian: 0.06463, leader: 0.03868, enter: 0.03462, represent: 0.03024, leadership: 0.02873, republic: 0.02765, born: 0.02523, country: 0.02399, dire: 0.02295, bryan: 0.0222"
Topic 398,"clown: 0.26898, pundit: 0.05265, bushy: 0.04755, krauthammer: 0.04667, boring: 0.02784, television: 0.02742, watching: 0.02463, lago: 0.02449, stumbling: 0.02232, dummy: 0.02181"
Topic 399,"significance: 0.1114, motivate: 0.09446, aristotle: 0.07893, entrepreneur: 0.07619, count: 0.07554, remembering: 0.07366, example: 0.05896, motivation: 0.05597, habit: 0.04639, excellence: 0.04639"
Topic 400,"keep: 0.08963, hero: 0.07948, work: 0.07029, refreshing: 0.03746, pull: 0.02925, good: 0.02918, sean: 0.02657, spectacular: 0.02214, keeping: 0.02088, thank: 0.01931"
Topic 401,"application: 0.25444, college: 0.21062, passport: 0.07799, release: 0.04742, record: 0.03774, return: 0.03586, mitt: 0.02817, birth: 0.02795, obama: 0.02395, renewal: 0.02299"
Topic 402,"post: 0.11281, hotel: 0.0982, office: 0.08356, avenue: 0.08241, pennsylvania: 0.03058, building: 0.02893, schedule: 0.02549, finest: 0.02417, site: 0.02317, construction: 0.02317"
Topic 403,"jack: 0.08109, honor: 0.07703, pitcher: 0.03851, davo: 0.03305, herald: 0.03249, pier: 0.02801, knock: 0.02658, brett: 0.02607, maine: 0.02471, counting: 0.02356"
Topic 404,"median: 0.13461, household: 0.10929, income: 0.09512, economic: 0.03155, middle: 0.03, recovery: 0.02909, growth: 0.02866, fallen: 0.02806, clas: 0.028, obama: 0.02616"
Topic 405,"miller: 0.33983, song: 0.23328, forever: 0.04545, score: 0.03264, moore: 0.02929, donald: 0.0288, favorite: 0.02413, riley: 0.0239, permission: 0.02243, unknown: 0.02243"
Topic 406,"course: 0.12373, ailsa: 0.08608, play: 0.05382, brand: 0.04129, championship: 0.03182, tour: 0.03112, usopen: 0.03022, nicer: 0.03022, raving: 0.03022, spectacular: 0.03014"
Topic 407,"beat: 0.18744, hillary: 0.05346, landslide: 0.0372, candidate: 0.0329, bushy: 0.03288, clinton: 0.03211, commit: 0.02523, unite: 0.02417, krauthammer: 0.02152, embarrass: 0.02015"
Topic 408,"businessman: 0.23281, billionaire: 0.09645, businessmen: 0.05983, favorite: 0.04623, merry: 0.03974, capitalist: 0.03434, surrounding: 0.03321, artist: 0.03061, breathtaking: 0.02991, brilliant: 0.02824"
