Topic,Words
Topic 682,"mandela: 0.53616, nelson: 0.47421, combination: 0.08858, africa: 0.05874, sake: 0.05068, explode: 0.04874, heart: 0.04536, legacy: 0.03851, head: 0.0352, hill: 0.03159"
Topic 683,"bryant: 0.44973, gumbel: 0.42744, racist: 0.13915, arrogant: 0.09087, dope: 0.09043, dumb: 0.07682, switching: 0.05154, jerk: 0.04642, relevant: 0.04543, cheap: 0.04152"
Topic 684,"lunch: 0.23659, eric: 0.17404, tour: 0.15276, private: 0.11885, chance: 0.08687, tower: 0.08204, bunker: 0.04813, eating: 0.04244, campaign: 0.04244, cliff: 0.03926"
Topic 685,"cont: 0.10618, commander: 0.09365, require: 0.0605, chief: 0.05638, challenge: 0.04857, consider: 0.04051, deserve: 0.04036, enemy: 0.0385, instinct: 0.0352, face: 0.0343"
Topic 686,"happy: 0.10555, blakeman: 0.07844, that: 0.0732, adore: 0.0732, grade: 0.06398, brad: 0.05798, doug: 0.05456, likewise: 0.04219, clean: 0.03899, presidency: 0.03338"
Topic 687,"filibuster: 0.33945, rule: 0.11847, senate: 0.05196, majority: 0.04652, boxer: 0.0414, jefferson: 0.03886, legislation: 0.03855, perdue: 0.03459, kill: 0.03237, deadline: 0.03225"
Topic 688,"troy: 0.33088, balderson: 0.32632, ohio: 0.12418, congressman: 0.05644, district: 0.03772, saturday: 0.03076, campaigning: 0.02406, endorsement: 0.02284, night: 0.01896, lying: 0.01779"
Topic 689,"agre: 0.81998, tide: 0.1647, kidding: 0.13498, hour: 0.05618, talking: 0.04959, speak: 0.04905, question: 0.04391, team: 0.03989, next: 0.0293, first: 0.01935"
Topic 690,"shutdown: 0.14596, shut: 0.06444, distract: 0.03802, crucial: 0.03734, await: 0.03504, lockdown: 0.03279, prepare: 0.03004, rule: 0.02949, threaten: 0.02919, summer: 0.02866"
Topic 691,"corrupt: 0.06793, corruption: 0.0673, biden: 0.05145, opposite: 0.04775, knowing: 0.04608, surrounding: 0.04484, amateur: 0.03802, kudlow: 0.03802, exposing: 0.03202, boost: 0.03166"
Topic 692,"pennsylvania: 0.08068, ballot: 0.06849, mail: 0.04561, scholar: 0.03131, defraud: 0.03047, breathtaking: 0.02905, postal: 0.02844, draw: 0.02844, harvesting: 0.02787, extension: 0.02687"
Topic 693,"mccabe: 0.13799, wife: 0.09311, terry: 0.07003, andrew: 0.06046, hiding: 0.03507, appropriate: 0.03256, judicial: 0.03101, campaign: 0.02878, text: 0.02812, clinton: 0.02617"
Topic 694,"distancing: 0.22531, spread: 0.17632, social: 0.1267, slow: 0.06735, practice: 0.06345, prevent: 0.05972, affect: 0.05579, avoiding: 0.0504, curve: 0.04874, stem: 0.0473"
Topic 695,"dream: 0.26677, vision: 0.07655, tale: 0.06832, artist: 0.06664, chase: 0.06249, desire: 0.05922, bahia: 0.05652, steven: 0.0505, confident: 0.04943, anything: 0.04942"
Topic 696,"care: 0.11559, caring: 0.06456, warp: 0.0631, endeavor: 0.06176, ignoring: 0.05187, industrial: 0.04892, provid: 0.0484, ignore: 0.0456, serv: 0.03901, someone: 0.03881"
Topic 697,"sleep: 0.73492, tight: 0.10874, require: 0.07005, showing: 0.05653, four: 0.04031, recent: 0.03948, much: 0.03917, nobody: 0.03741, hour: 0.03548, answer: 0.03504"
Topic 698,"silent: 0.62831, majority: 0.50277, stronger: 0.2191, reign: 0.10874, ever: 0.06097, behind: 0.04587, angry: 0.04171, final: 0.02576, watch: 0.01158, love: 0.00941"
Topic 699,"interesting: 0.36931, coolest: 0.13247, pulse: 0.13247, science: 0.1049, recommend: 0.08339, summer: 0.08189, cool: 0.06509, serious: 0.05845, check: 0.034, taking: 0.03259"
Topic 700,"need: 0.14168, asap: 0.06646, america: 0.06205, surprise: 0.0465, fool: 0.04315, everybody: 0.04007, desperate: 0.03866, succes: 0.02274, nation: 0.01822, looking: 0.0162"
Topic 701,"minute: 0.43091, enjoy: 0.22406, friend: 0.15536, five: 0.05196, talk: 0.04244, hope: 0.01902, thing: 0.01258, much: 0.01006, many: 0.00836, : 1e-05"
Topic 702,"waldo: 0.42508, emerson: 0.40783, ralph: 0.34513, path: 0.12644, trail: 0.12404, instead: 0.06849, leave: 0.06674, lead: 0.04782, rockefeller: 0.0472, constant: 0.04717"
Topic 703,"champion: 0.16157, sanchez: 0.09659, brook: 0.08072, champ: 0.07649, crown: 0.06831, fight: 0.05429, fighter: 0.04262, team: 0.03989, excellent: 0.03972, super: 0.03955"
Topic 704,"person: 0.08212, coolest: 0.06818, human: 0.06318, literal: 0.04945, intelligent: 0.04709, world: 0.04067, awesome: 0.04028, quite: 0.03885, nice: 0.03019, opinion: 0.02851"
Topic 705,"kemp: 0.23713, brian: 0.11554, georgia: 0.08702, stacey: 0.06275, governor: 0.04904, buddy: 0.03434, sooooo: 0.03138, worthy: 0.02991, opponent: 0.02601, assist: 0.02524"
Topic 706,"nominee: 0.0791, frontrunner: 0.07727, warning: 0.05056, door: 0.04277, mcconnell: 0.03908, whether: 0.03303, mitt: 0.03051, step: 0.0304, shot: 0.02927, vote: 0.02884"
Topic 707,"chance: 0.18202, ingredient: 0.07564, route: 0.07211, believer: 0.07059, changer: 0.06789, trace: 0.06789, fiasco: 0.06169, root: 0.06005, natural: 0.05073, seat: 0.04429"
Topic 708,"nafta: 0.28511, renegotiate: 0.05002, replace: 0.04638, promise: 0.03854, boost: 0.03639, tear: 0.03639, search: 0.03523, achieve: 0.03419, sooo: 0.03183, central: 0.02761"
Topic 709,"usopen: 0.09259, mnuchin: 0.08791, reopening: 0.08592, open: 0.0842, tall: 0.08243, fauci: 0.06976, british: 0.06812, normal: 0.06661, summer: 0.06098, track: 0.04437"
Topic 710,"arizona: 0.07898, phoenix: 0.05164, sammy: 0.0414, nashua: 0.0414, together: 0.03776, fest: 0.03689, grill: 0.03529, idaho: 0.03529, devotion: 0.03459, denver: 0.03176"
Topic 711,"taxpayer: 0.07188, grid: 0.07019, sequester: 0.06832, wasteful: 0.06513, math: 0.06513, crumbling: 0.06376, creation: 0.06023, trillion: 0.05793, carrying: 0.05652, propos: 0.05496"
Topic 712,"constituent: 0.07119, conclusive: 0.06512, evidence: 0.04886, bell: 0.03896, perjury: 0.03657, mick: 0.03559, selective: 0.03559, outright: 0.03559, trap: 0.03472, leak: 0.03471"
Topic 713,"potu: 0.13003, remark: 0.07067, live: 0.06018, lawn: 0.05881, whitehouse: 0.05854, deliver: 0.05305, delegation: 0.04605, cook: 0.04544, young: 0.04339, participate: 0.04278"
Topic 714,"nursing: 0.27257, cuomo: 0.14177, home: 0.07561, hospital: 0.0716, incompetence: 0.05828, dodge: 0.05151, nerve: 0.04982, death: 0.04791, alone: 0.04726, stockpile: 0.04706"
Topic 715,"kind: 0.15295, thank: 0.09055, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05"
Topic 716,"jimmy: 0.27579, john: 0.19984, keith: 0.17611, savvy: 0.17281, gary: 0.12386, reporting: 0.07027, thank: 0.04527, wonderful: 0.03704, : 1e-05, : 1e-05"
Topic 717,"fournier: 0.2491, prefer: 0.19193, folk: 0.14258, actual: 0.12292, like: 0.11504, seem: 0.0836, better: 0.06022, anything: 0.05674, best: 0.02233, : 1e-05"
Topic 718,"tool: 0.14411, busines: 0.125, effective: 0.08237, sell: 0.07772, venture: 0.07342, operate: 0.07187, common: 0.07112, carl: 0.06913, toure: 0.06568, employ: 0.05516"
Topic 719,"tweet: 0.11501, reading: 0.0719, ryan: 0.06279, portray: 0.05823, bore: 0.05823, informative: 0.05652, fest: 0.05366, maggie: 0.05032, routine: 0.05032, truthful: 0.04768"
Topic 720,"leadership: 0.09811, decisive: 0.08706, strength: 0.05694, need: 0.05612, corey: 0.0551, lewandowski: 0.05236, adviser: 0.04811, wisdom: 0.04117, skill: 0.03773, vision: 0.03439"
