Topic,Words
Topic 682,"bles: 0.48041, donate: 0.07473, missouri: 0.06734, forever: 0.05736, double: 0.05675, standard: 0.0527, blue: 0.04647, standing: 0.0456, huge: 0.03974, terrible: 0.02425"
Topic 683,"time: 0.09153, trouble: 0.07558, often: 0.07487, paying: 0.0637, room: 0.05662, easy: 0.05349, enough: 0.04589, find: 0.03996, question: 0.03836, tell: 0.03765"
Topic 684,"emirate: 0.17043, arab: 0.15758, bahrain: 0.14333, israel: 0.09803, kingdom: 0.07189, historic: 0.03688, east: 0.03418, joint: 0.03287, peace: 0.03108, middle: 0.02948"
Topic 685,"macarthur: 0.75563, command: 0.18109, general: 0.13781, troop: 0.12758, quitting: 0.08229, advancing: 0.07722, panic: 0.07329, luck: 0.06686, body: 0.06209, soul: 0.06036"
Topic 686,"selective: 0.05537, conclusive: 0.05062, leak: 0.04028, testify: 0.03296, bell: 0.03032, sham: 0.02981, bore: 0.02932, chaffetz: 0.02845, evidence: 0.02826, outright: 0.02768"
Topic 687,"refugee: 0.28277, syrian: 0.20651, male: 0.04152, intervention: 0.04014, broad: 0.04014, merkel: 0.03613, western: 0.0323, welcoming: 0.0323, unleash: 0.0323, migrant: 0.03005"
Topic 688,"kentucky: 0.10806, matt: 0.04052, governor: 0.03597, ticket: 0.03391, jame: 0.02727, michigan: 0.02452, debbie: 0.02139, thriving: 0.02139, publicity: 0.02009, monday: 0.01839"
Topic 689,"boston: 0.19446, killer: 0.15656, suspect: 0.08031, offend: 0.05925, angel: 0.0583, innocent: 0.05126, trial: 0.04374, mother: 0.03794, children: 0.03764, tend: 0.03747"
Topic 690,"podesta: 0.15297, uranium: 0.11768, reset: 0.09772, russian: 0.06164, russia: 0.04862, brother: 0.03388, sold: 0.03388, donat: 0.02996, company: 0.02927, clinton: 0.02514"
Topic 691,"filming: 0.37078, season: 0.12998, cast: 0.1174, upcoming: 0.06122, adjust: 0.05552, advis: 0.04945, week: 0.04921, star: 0.03955, firework: 0.03782, heat: 0.03699"
Topic 692,"correct: 0.34439, right: 0.17002, rather: 0.09705, hell: 0.09644, enough: 0.07745, amazing: 0.03938, thank: 0.01212, : 1e-05, : 1e-05, : 1e-05"
Topic 693,"faker: 0.25603, fake: 0.15469, real: 0.07933, better: 0.05893, play: 0.05286, nothing: 0.02747, much: 0.02019, : 1e-05, : 1e-05, : 1e-05"
Topic 694,"ratcliffe: 0.30354, director: 0.05784, congressman: 0.04766, john: 0.04756, neither: 0.0432, intelligence: 0.03934, pleas: 0.03451, perjury: 0.03405, withheld: 0.03405, libel: 0.03405"
Topic 695,"pence: 0.12446, mike: 0.08881, cleveland: 0.07657, moine: 0.05314, vice: 0.05124, join: 0.04503, ohio: 0.03754, introducing: 0.03454, tomorrow: 0.03406, introduction: 0.03262"
Topic 696,"vietnam: 0.3156, hanoi: 0.29316, philippine: 0.10975, land: 0.04894, tran: 0.04412, apec: 0.04294, gala: 0.03602, reception: 0.03548, proclamation: 0.03404, destination: 0.03404"
Topic 697,"colin: 0.24917, powell: 0.23254, destruction: 0.08812, weapon: 0.07045, stiff: 0.06337, east: 0.04616, middle: 0.03982, responsible: 0.03918, kushner: 0.03809, endorse: 0.03787"
Topic 698,"violence: 0.13454, violent: 0.11523, committing: 0.09498, crime: 0.08395, slight: 0.04846, strength: 0.04791, knockout: 0.04749, reduction: 0.03675, brutal: 0.03675, chao: 0.03475"
Topic 699,"oscar: 0.36364, blast: 0.08152, liking: 0.05787, racist: 0.05178, boring: 0.04639, theblaze: 0.04516, kidding: 0.04172, host: 0.04008, ceremony: 0.03347, anymore: 0.02577"
Topic 700,"luck: 0.13, hard: 0.12808, work: 0.08248, legend: 0.05409, feel: 0.03215, good: 0.02906, greatest: 0.02031, thank: 0.01818, every: 0.01392, long: 0.01382"
Topic 701,"heroin: 0.17718, overdose: 0.14553, southcom: 0.09381, drug: 0.08458, hemisphere: 0.04851, cocaine: 0.04851, smuggler: 0.04851, pound: 0.04691, detainee: 0.04691, midwest: 0.04552"
Topic 702,"defeat: 0.11425, white: 0.07026, house: 0.04409, grieve: 0.04313, enough: 0.04085, lawmaker: 0.03821, support: 0.03615, copy: 0.02942, suffer: 0.02772, ensure: 0.02697"
Topic 703,"awesome: 0.17481, regain: 0.08252, presence: 0.08008, ward: 0.07793, dont: 0.05812, spot: 0.04639, presidency: 0.03295, fool: 0.03233, losing: 0.03011, freedom: 0.0273"
Topic 704,"shirt: 0.17921, selection: 0.13636, macy: 0.11172, collection: 0.10859, signature: 0.09189, suit: 0.07694, costume: 0.04369, lara: 0.04369, holiday: 0.04344, spencer: 0.04239"
Topic 705,"meeting: 0.14085, cutter: 0.07132, initial: 0.07132, handler: 0.0652, capitol: 0.05445, icon: 0.05381, developing: 0.05261, knock: 0.05045, meet: 0.04953, productive: 0.04729"
Topic 706,"suburban: 0.15632, suburb: 0.14663, neighborhood: 0.10976, housing: 0.09057, income: 0.07443, dream: 0.03931, regulation: 0.03431, invade: 0.02776, biden: 0.02755, withhold: 0.02684"
Topic 707,"japan: 0.251, indonesia: 0.10241, thailand: 0.09902, japanese: 0.09121, depart: 0.08098, balance: 0.07844, delegation: 0.07512, asia: 0.07317, hawaii: 0.06254, purchase: 0.05813"
Topic 708,"hampshire: 0.16498, poll: 0.05268, politico: 0.05078, suffolk: 0.04703, lead: 0.04559, emerge: 0.04412, straw: 0.04294, mogul: 0.04092, booth: 0.04092, granite: 0.03925"
Topic 709,"balderson: 0.25212, troy: 0.23226, ohio: 0.08648, bryan: 0.07073, replacing: 0.06231, congressman: 0.03843, ryan: 0.03797, district: 0.03224, paul: 0.02857, saturday: 0.02625"
Topic 710,"mandela: 0.48277, nelson: 0.42663, combination: 0.07971, stain: 0.05359, africa: 0.05269, phoney: 0.05181, sake: 0.04564, explode: 0.04389, heart: 0.0406, funeral: 0.03878"
Topic 711,"golden: 0.41004, gold: 0.35142, negotiating: 0.22618, rule: 0.1981, thankyou: 0.06983, touch: 0.0533, negotiation: 0.051, customer: 0.04989, remember: 0.04892, entrepreneur: 0.03322"
Topic 712,"wait: 0.09836, avoiding: 0.07681, tele: 0.07427, preview: 0.07013, sneak: 0.0684, electing: 0.06684, patriotic: 0.05488, aware: 0.05117, watch: 0.05018, cant: 0.04961"
Topic 713,"walter: 0.05922, clock: 0.05793, particular: 0.05012, pari: 0.04863, show: 0.04396, absolute: 0.04286, cool: 0.04251, celebrate: 0.03814, network: 0.03796, anything: 0.03786"
Topic 714,"billion: 0.09318, costa: 0.08229, million: 0.07461, nine: 0.06869, ring: 0.05669, spent: 0.05001, moron: 0.04537, apart: 0.04473, fortune: 0.04244, loan: 0.04218"
Topic 715,"dalla: 0.24304, bore: 0.04412, laker: 0.04281, knee: 0.03886, bullshit: 0.0326, paso: 0.03219, houston: 0.03108, flying: 0.03008, fiction: 0.02947, phoenix: 0.02837"
Topic 716,"joining: 0.13459, crossfire: 0.07601, join: 0.06147, evening: 0.05428, viewer: 0.04919, rais: 0.03743, excellent: 0.03486, night: 0.02808, came: 0.02667, minute: 0.02644"
Topic 717,"distancing: 0.22353, spread: 0.14948, social: 0.12497, slow: 0.06655, practice: 0.06287, prevent: 0.05914, avoiding: 0.05009, curve: 0.04843, stem: 0.047, distance: 0.04461"
Topic 718,"contestant: 0.25167, sheep: 0.18065, contest: 0.16422, user: 0.15913, youtube: 0.15213, enter: 0.12463, counting: 0.10686, serta: 0.10609, hire: 0.07967, facebook: 0.05798"
Topic 719,"leverage: 0.62532, ultimate: 0.13977, balance: 0.13575, approaching: 0.08862, strength: 0.07462, intact: 0.07258, message: 0.06069, increasing: 0.05843, limit: 0.04886, handle: 0.04382"
Topic 720,"witch: 0.3051, hunt: 0.30459, outlaw: 0.15362, firing: 0.07973, director: 0.06122, behind: 0.05733, maybe: 0.05226, fire: 0.04885, told: 0.03611, still: 0.03026"
Topic 721,"profiling: 0.17648, macy: 0.13789, boycott: 0.11246, racial: 0.11211, disloyal: 0.06989, stopping: 0.05142, immigration: 0.0506, illegal: 0.04787, card: 0.04436, dust: 0.04412"
Topic 722,"bobby: 0.25629, knight: 0.23879, coach: 0.21128, indiana: 0.09892, legendary: 0.0521, introducing: 0.04088, ditka: 0.03861, supportive: 0.03765, sadden: 0.03529, basketball: 0.03238"
Topic 723,"chuck: 0.27639, cryin: 0.08705, hagel: 0.05452, investor: 0.05245, confident: 0.049, belong: 0.04801, harry: 0.04754, damn: 0.04664, wise: 0.03834, businessman: 0.0334"
Topic 724,"definite: 0.13622, tyler: 0.11204, voting: 0.10196, walker: 0.09123, brain: 0.08502, space: 0.07292, either: 0.0567, product: 0.05455, behind: 0.05375, vote: 0.05276"
Topic 725,"prob: 0.08102, dialogue: 0.06863, speech: 0.06734, sweet: 0.06626, joseph: 0.06232, assist: 0.06146, monitoring: 0.05841, horowitz: 0.05772, spoken: 0.05707, short: 0.05508"
Topic 726,"censorship: 0.22108, conservative: 0.12906, twitter: 0.08586, wood: 0.07569, bann: 0.07475, suspend: 0.06528, voice: 0.04832, lauren: 0.04718, thinker: 0.04512, forming: 0.04057"
Topic 727,"week: 0.1702, dude: 0.11401, gonna: 0.07379, rush: 0.06602, notice: 0.06443, next: 0.05741, weekend: 0.04456, defense: 0.0422, monday: 0.04035, hour: 0.03688"
Topic 728,"enforcement: 0.0644, cocaine: 0.05761, device: 0.0557, seize: 0.0557, profile: 0.05405, gang: 0.05308, indict: 0.0526, publish: 0.04907, staffer: 0.04809, entry: 0.04718"
Topic 729,"autism: 0.2828, vaccination: 0.13014, vaccine: 0.1294, dose: 0.10754, shot: 0.05359, child: 0.05238, spread: 0.04726, stating: 0.04338, thanking: 0.04231, sudden: 0.03757"
Topic 730,"trust: 0.34718, horizon: 0.10547, warp: 0.09782, expanding: 0.07189, judgement: 0.06989, ball: 0.0653, expand: 0.05871, self: 0.05075, count: 0.04884, worth: 0.04307"
Topic 731,"unit: 0.05994, bringing: 0.05491, import: 0.05272, aluminum: 0.05272, remark: 0.05059, proclamation: 0.04905, equipment: 0.04669, kingdom: 0.04176, state: 0.03806, text: 0.0354"
Topic 732,"snyder: 0.12289, michigan: 0.07747, rick: 0.06419, whitmer: 0.05941, ineptitude: 0.05611, poison: 0.05472, rino: 0.05397, gros: 0.04706, blaming: 0.04336, clue: 0.0388"
Topic 733,"chicago: 0.18002, tower: 0.12971, sample: 0.06104, skyscraper: 0.05923, letter: 0.05363, frame: 0.0517, developer: 0.04992, drove: 0.04911, masterpiece: 0.043, resident: 0.043"
Topic 734,"mexico: 0.09257, wall: 0.07318, build: 0.0695, deduct: 0.04267, construction: 0.04245, mile: 0.04172, built: 0.04144, sane: 0.04126, tight: 0.038, experiencing: 0.038"
Topic 735,"praise: 0.093, chairwoman: 0.07681, cheering: 0.07681, disavow: 0.07427, vine: 0.07427, shar: 0.06411, coalition: 0.05419, support: 0.0457, joining: 0.04038, ground: 0.03692"
Topic 736,"happen: 0.32266, gotta: 0.15679, experience: 0.09492, please: 0.06423, enough: 0.05901, something: 0.04761, making: 0.03855, give: 0.02902, make: 0.02469, real: 0.0136"
Topic 737,"revenge: 0.30057, kill: 0.25477, killing: 0.16032, preach: 0.15914, sweet: 0.13015, consequence: 0.10966, hello: 0.0988, powerful: 0.06506, short: 0.05409, term: 0.05158"
Topic 738,"georgia: 0.1168, edge: 0.03032, taylor: 0.02853, socialism: 0.02853, brad: 0.02822, colleague: 0.02791, secretary: 0.02657, seat: 0.02232, socialist: 0.0206, senate: 0.01945"
Topic 739,"wayne: 0.2169, root: 0.16677, pleasant: 0.11521, joni: 0.1114, john: 0.10787, rudy: 0.08232, nice: 0.05028, surprise: 0.04706, special: 0.02719, thank: 0.02424"
Topic 740,"universe: 0.35884, engagement: 0.09574, bahama: 0.08888, segment: 0.07835, reil: 0.07189, defending: 0.06989, beautiful: 0.06108, giant: 0.05871, space: 0.05691, represent: 0.04907"
